Timestamp,Power Load (MW),Temperature (°C),Humidity (%),Wind Speed (km/h),Rain (mm),Public Holiday (0/1),Weekday/Weekend (0/1),Solar Generation (MW),Region,Population Growth Rate (%)
2023-06-27 04:00:00,3017.92,23.48,31.21,16.53,0.0,0,0,14.7,East,0.68
2023-06-27 05:00:00,3517.79,41.54,59.09,24.83,40.93,0,0,318.82,East,2.36
2023-06-27 06:00:00,2485.77,38.72,93.61,6.39,0.0,0,0,826.76,East,1.67
2023-06-27 07:00:00,3974.31,32.32,79.86,24.98,0.0,0,0,523.67,South,0.67
2023-06-27 08:00:00,4993.25,32.91,87.37,2.86,0.0,0,0,1254.53,East,0.52
2023-06-27 09:00:00,3355.22,12.96,84.38,26.5,40.93,0,0,1009.45,South,0.56
2023-06-27 10:00:00,3064.19,43.26,51.17,24.68,40.93,0,0,234.95,South,1.48
2023-06-27 11:00:00,3202.11,13.74,76.72,17.02,0.0,0,0,1402.84,East,2.77
2023-06-27 12:00:00,2345.44,29.71,80.34,18.25,0.0,0,0,362.1,North,1.13
2023-06-27 13:00:00,4649.82,21.55,36.45,10.38,0.0,0,0,91.1,East,0.83
2023-06-27 14:00:00,3244.48,25.04,88.82,6.05,0.0,1,0,729.13,North,1.95
2023-06-27 15:00:00,3161.82,31.36,56.62,13.66,0.0,0,0,656.74,West,1.68
2023-06-27 16:00:00,3979.07,41.81,21.31,19.72,0.0,0,0,736.58,West,2.27
2023-06-27 17:00:00,3326.1,26.01,71.47,29.95,0.0,0,0,108.4,East,1.43
2023-06-27 18:00:00,3944.7,44.57,74.14,24.52,0.0,0,0,445.2,South,1.1
2023-06-27 19:00:00,2184.34,30.75,64.14,13.03,0.0,0,0,1382.71,West,2.37
2023-06-27 20:00:00,4441.17,15.62,36.99,22.3,0.0,0,0,1193.63,South,1.73
2023-06-27 21:00:00,4821.51,16.65,58.58,3.24,0.0,0,0,221.62,East,2.58
2023-06-27 22:00:00,3946.3,35.06,52.01,12.45,0.0,0,0,432.24,East,0.59
2023-06-27 23:00:00,4863.7,11.76,97.97,12.75,0.0,0,0,1120.64,West,0.76
2023-06-28 00:00:00,2454.3,26.81,85.97,29.96,0.0,0,0,1286.91,South,1.46
2023-06-28 01:00:00,3432.25,15.19,80.95,11.73,0.0,0,0,210.45,West,1.32
2023-06-28 02:00:00,3805.42,25.16,34.49,2.5,0.0,0,0,894.92,East,0.62
2023-06-28 03:00:00,3745.21,36.25,46.48,2.02,0.0,0,0,658.54,East,1.18
2023-06-28 04:00:00,3204.39,26.06,50.38,20.95,0.0,0,0,728.68,East,1.7
2023-06-28 05:00:00,3014.25,15.72,59.41,8.67,0.0,1,0,1189.4,North,2.27
2023-06-28 06:00:00,2380.47,18.82,22.42,26.07,0.0,0,0,889.81,East,1.11
2023-06-28 07:00:00,3175.23,22.86,67.44,14.49,40.93,1,0,835.7,West,2.52
2023-06-28 08:00:00,2487.98,12.43,48.63,9.91,0.0,0,0,570.27,South,2.63
2023-06-28 09:00:00,4203.1,30.45,64.93,22.77,0.0,0,0,484.36,East,1.15
2023-06-28 10:00:00,2626.49,31.26,20.72,12.53,0.0,0,0,1094.11,West,1.51
2023-06-28 11:00:00,2175.7,12.18,45.71,22.12,0.0,0,0,1372.41,East,2.91
2023-06-28 12:00:00,3657.1,24.08,81.49,21.42,0.0,0,0,38.25,South,2.02
2023-06-28 13:00:00,3785.69,24.49,60.09,21.7,0.0,0,0,714.19,East,1.56
2023-06-28 14:00:00,4615.74,21.68,83.11,25.71,40.93,0,0,850.43,West,2.16
2023-06-28 15:00:00,3730.94,29.52,75.92,25.45,0.0,0,0,425.53,South,1.49
2023-06-28 16:00:00,3036.44,22.11,88.39,19.94,0.0,0,0,132.21,East,2.98
2023-06-28 17:00:00,4409.04,24.57,20.6,28.71,40.93,1,0,252.61,West,0.58
2023-06-28 18:00:00,3620.84,37.91,40.91,0.62,0.0,0,0,1060.71,North,0.84
2023-06-28 19:00:00,2237.84,15.67,63.9,27.91,40.93,0,0,327.9,South,2.43
2023-06-28 20:00:00,3697.55,31.67,95.28,4.45,0.0,0,0,596.35,East,2.53
2023-06-28 21:00:00,4724.06,27.7,74.38,6.35,0.0,0,0,23.72,North,1.84
2023-06-28 22:00:00,3188.94,20.68,56.53,24.52,0.0,0,0,255.27,South,1.24
2023-06-28 23:00:00,2888.98,35.46,30.41,12.01,0.0,1,0,1224.53,South,2.27
2023-06-29 00:00:00,2430.41,29.29,59.46,12.76,40.93,0,0,789.73,East,0.95
2023-06-29 01:00:00,2454.34,26.71,55.29,7.84,0.0,0,0,146.77,North,1.1
2023-06-29 02:00:00,3298.31,33.37,82.28,6.73,0.0,0,0,124.3,North,2.48
2023-06-29 03:00:00,3787.04,38.08,53.07,3.19,0.0,0,0,1381.24,North,2.24
2023-06-29 04:00:00,2241.85,44.04,45.51,5.9,0.0,0,0,557.4,North,1.86
2023-06-29 05:00:00,4818.71,32.03,27.18,17.0,0.0,0,0,1150.06,West,0.93
2023-06-29 06:00:00,4265.4,40.61,23.72,21.2,0.0,0,0,655.02,North,2.61
2023-06-29 07:00:00,3759.87,10.04,55.13,22.17,0.0,0,0,185.85,North,0.68
2023-06-29 08:00:00,4485.32,28.56,47.75,11.1,40.93,0,0,787.9,North,2.14
2023-06-29 09:00:00,2240.56,17.51,64.43,27.66,0.0,0,0,149.01,East,2.37
2023-06-29 10:00:00,3430.52,13.3,76.95,9.86,0.0,0,0,1294.65,South,1.23
2023-06-29 11:00:00,3890.28,28.62,23.2,3.33,0.0,0,0,73.88,South,2.43
2023-06-29 12:00:00,4485.96,36.14,59.7,28.36,40.93,0,0,1050.07,South,0.57
2023-06-29 13:00:00,4350.41,24.43,88.96,16.22,0.0,0,0,1466.22,West,2.84
2023-06-29 14:00:00,2831.21,33.45,56.41,29.14,0.0,0,0,1328.65,East,1.45
2023-06-29 15:00:00,4822.64,27.14,61.7,11.81,0.0,0,0,1359.53,North,2.6
2023-06-29 16:00:00,2373.04,25.3,58.94,22.72,0.0,0,0,383.36,North,1.3
2023-06-29 17:00:00,4625.4,20.16,51.18,3.3,0.0,1,0,701.38,West,2.27
2023-06-29 18:00:00,4912.82,23.39,28.81,25.62,0.0,1,0,347.2,North,1.92
2023-06-29 19:00:00,2531.46,22.24,30.11,5.12,0.0,0,0,1032.75,South,1.62
2023-06-29 20:00:00,4166.2,32.62,34.33,2.06,0.0,0,0,983.25,South,2.98
2023-06-29 21:00:00,2120.86,14.06,83.41,2.93,0.0,0,0,444.6,East,2.49
2023-06-29 22:00:00,3216.27,13.24,42.03,16.72,40.93,0,0,614.45,North,0.82
2023-06-29 23:00:00,3548.85,33.1,95.85,8.76,40.93,0,0,570.61,North,2.94
2023-06-30 00:00:00,3741.94,29.12,84.81,28.83,40.93,0,0,1046.34,North,1.67
2023-06-30 01:00:00,4807.81,25.06,74.76,25.58,0.0,0,0,28.14,South,2.09
2023-06-30 02:00:00,4016.75,15.34,77.63,24.1,40.93,0,0,1387.94,West,0.8
2023-06-30 03:00:00,3443.83,24.39,23.81,24.29,0.0,0,0,211.73,West,2.97
2023-06-30 04:00:00,4429.03,37.64,65.47,26.72,0.0,0,0,472.69,South,1.69
2023-06-30 05:00:00,4851.6,41.14,95.28,25.96,0.0,0,0,70.49,North,1.65
2023-06-30 06:00:00,2066.2,34.59,23.13,27.85,0.0,0,0,658.75,South,1.25
2023-06-30 07:00:00,4947.56,12.1,43.28,28.03,0.0,0,0,1106.2,North,1.47
2023-06-30 08:00:00,2258.4,33.46,24.12,8.95,0.0,1,0,1176.58,East,2.41
2023-06-30 09:00:00,4443.16,18.43,65.58,6.59,0.0,0,0,542.7,South,0.73
2023-06-30 10:00:00,2841.0,21.03,29.3,19.29,0.0,1,0,572.93,North,1.2
2023-06-30 11:00:00,2396.54,16.86,58.34,3.7,40.93,0,0,509.52,South,1.36
2023-06-30 12:00:00,3319.57,37.15,77.6,6.33,0.0,1,0,329.63,North,1.13
2023-06-30 13:00:00,3931.87,32.7,33.16,23.19,0.0,0,0,1071.81,West,1.03
2023-06-30 14:00:00,3142.86,31.41,80.43,19.48,0.0,0,0,1340.37,East,3.0
2023-06-30 15:00:00,2163.7,33.38,24.82,19.53,0.0,0,0,609.93,East,2.54
2023-06-30 16:00:00,3798.38,18.29,31.97,28.52,0.0,0,0,1080.6,West,1.05
2023-06-30 17:00:00,4707.21,25.56,42.41,20.03,0.0,0,0,733.55,North,2.74
2023-06-30 18:00:00,3149.65,32.16,83.69,12.92,0.0,0,0,192.4,North,1.49
2023-06-30 19:00:00,2649.0,32.28,88.01,8.41,0.0,0,0,767.7,East,0.7
2023-06-30 20:00:00,3327.73,37.71,37.63,10.16,0.0,0,0,400.66,West,1.99
2023-06-30 21:00:00,2145.09,20.05,27.66,8.33,0.0,0,0,1003.83,North,1.83
2023-06-30 22:00:00,4461.46,36.96,87.84,1.05,0.0,0,0,673.79,West,1.64
2023-06-30 23:00:00,4479.02,25.41,71.95,7.85,0.0,0,0,1015.77,South,0.95
2023-07-01 00:00:00,3764.0,33.46,32.63,25.06,0.0,0,1,721.89,East,2.4
2023-07-01 01:00:00,3059.31,25.95,64.62,21.85,0.0,0,1,1141.83,West,1.8
2023-07-01 02:00:00,4399.35,43.2,89.79,18.66,0.0,0,1,1495.87,West,2.55
2023-07-01 03:00:00,3664.06,16.28,25.56,27.07,0.0,0,1,1290.39,North,0.98
2023-07-01 04:00:00,4477.8,33.63,26.7,7.92,0.0,1,1,1060.81,East,2.94
2023-07-01 05:00:00,3894.38,30.18,41.89,17.33,0.0,0,1,368.03,South,2.18
2023-07-01 06:00:00,4353.22,16.05,72.18,0.94,0.0,0,1,854.55,South,1.72
2023-07-01 07:00:00,3795.69,12.31,34.24,26.76,0.0,0,1,950.11,East,2.39
2023-07-01 08:00:00,3242.42,37.97,85.31,13.43,0.0,1,1,1098.67,East,1.99
2023-07-01 09:00:00,4873.84,15.51,80.03,5.34,0.0,0,1,290.48,East,1.56
2023-07-01 10:00:00,3623.34,16.53,64.88,7.18,0.0,0,1,775.36,East,2.44
2023-07-01 11:00:00,3815.27,44.25,29.29,25.45,0.0,0,1,693.68,West,1.34
2023-07-01 12:00:00,2661.46,35.1,99.06,3.26,0.0,0,1,394.06,East,0.56
2023-07-01 13:00:00,3876.95,18.77,59.2,27.76,0.0,0,1,808.46,West,2.48
2023-07-01 14:00:00,3714.82,30.68,56.17,11.2,40.93,0,1,1363.58,East,1.25
2023-07-01 15:00:00,2554.52,28.69,99.65,7.53,0.0,0,1,1153.59,East,2.02
2023-07-01 16:00:00,2178.76,39.56,89.11,9.96,0.0,0,1,836.82,South,2.73
2023-07-01 17:00:00,3813.08,35.53,56.51,12.27,0.0,0,1,1094.56,North,1.15
2023-07-01 18:00:00,4291.08,39.11,53.5,16.44,40.93,0,1,1183.33,East,2.73
2023-07-01 19:00:00,3570.2,17.4,27.67,17.6,40.93,0,1,1084.44,South,0.95
2023-07-01 20:00:00,2680.32,32.41,94.12,13.43,0.0,1,1,1290.95,South,1.12
2023-07-01 21:00:00,3999.57,11.41,87.5,13.39,0.0,0,1,1165.48,East,1.9
2023-07-01 22:00:00,2240.32,12.41,44.8,8.56,0.0,0,1,1241.63,South,1.83
2023-07-01 23:00:00,3325.5,34.97,80.27,11.51,0.0,0,1,778.68,South,2.71
2023-07-02 00:00:00,2490.1,10.85,81.02,14.01,0.0,0,1,754.55,North,1.09
2023-07-02 01:00:00,2553.38,30.29,38.23,17.93,0.0,1,1,537.27,West,2.9
2023-07-02 02:00:00,2606.88,39.41,69.09,3.92,40.93,0,1,739.87,West,1.96
2023-07-02 03:00:00,3160.12,23.3,40.4,22.92,0.0,0,1,1045.7,North,2.07
2023-07-02 04:00:00,2153.45,11.57,83.19,20.42,0.0,0,1,466.59,East,0.53
2023-07-02 05:00:00,3193.38,34.98,32.3,8.96,40.93,0,1,334.83,North,2.99
2023-07-02 06:00:00,3535.12,42.54,73.51,13.78,0.0,0,1,1321.56,North,1.37
2023-07-02 07:00:00,3449.88,35.1,46.08,28.41,40.93,0,1,40.97,North,1.71
2023-07-02 08:00:00,3148.35,30.25,22.89,0.61,40.93,1,1,1402.05,South,0.61
2023-07-02 09:00:00,4517.44,18.05,29.9,24.34,0.0,0,1,1275.77,East,1.68
2023-07-02 10:00:00,2435.98,10.54,72.39,15.35,0.0,0,1,988.04,South,0.73
2023-07-02 11:00:00,3517.09,34.31,39.19,18.56,0.0,0,1,1139.55,South,2.92
2023-07-02 12:00:00,2186.12,18.09,70.48,20.54,0.0,0,1,899.63,West,2.6
2023-07-02 13:00:00,2213.47,40.04,53.19,13.68,0.0,1,1,859.44,East,2.29
2023-07-02 14:00:00,3721.6,26.32,75.42,5.76,0.0,0,1,973.22,East,1.85
2023-07-02 15:00:00,3698.06,28.57,59.44,27.29,0.0,0,1,8.03,South,2.48
2023-07-02 16:00:00,4634.1,36.39,44.68,22.21,0.0,0,1,1251.73,East,0.93
2023-07-02 17:00:00,3673.62,37.28,31.67,16.79,0.0,0,1,1224.38,East,0.79
2023-07-02 18:00:00,4879.37,32.49,47.29,13.45,0.0,0,1,729.53,South,0.55
2023-07-02 19:00:00,2146.08,42.85,70.79,14.98,0.0,1,1,355.4,North,1.75
2023-07-02 20:00:00,2294.02,44.38,79.24,24.71,0.0,0,1,501.45,East,2.22
2023-07-02 21:00:00,2132.2,43.14,32.83,0.38,0.0,0,1,640.67,West,1.31
2023-07-02 22:00:00,2555.83,38.85,73.14,25.96,0.0,0,1,238.52,East,0.56
2023-07-02 23:00:00,3623.81,34.7,34.34,1.4,0.0,0,1,912.09,South,0.67
2023-07-03 00:00:00,3936.72,33.22,37.75,18.48,0.0,0,0,227.74,East,0.89
2023-07-03 01:00:00,2136.76,13.63,62.51,9.99,0.0,0,0,1024.94,East,1.62
2023-07-03 02:00:00,4837.91,19.5,43.14,20.35,40.93,0,0,845.78,South,1.58
2023-07-03 03:00:00,4526.5,10.2,72.93,2.57,0.0,0,0,1253.72,North,0.84
2023-07-03 04:00:00,2889.84,14.81,96.46,16.69,0.0,0,0,597.15,South,2.53
2023-07-03 05:00:00,2231.56,25.37,31.91,25.66,0.0,0,0,1358.78,South,2.12
2023-07-03 06:00:00,2509.66,15.13,65.64,14.84,0.0,0,0,979.44,East,1.66
2023-07-03 07:00:00,2380.83,41.56,93.86,2.53,0.0,0,0,1.21,West,2.32
2023-07-03 08:00:00,2369.85,38.2,34.12,1.12,0.0,0,0,656.03,East,2.92
2023-07-03 09:00:00,3555.69,12.51,49.35,18.64,0.0,0,0,1450.47,East,0.65
2023-07-03 10:00:00,2737.54,18.71,29.89,2.09,0.0,1,0,1440.98,South,2.99
2023-07-03 11:00:00,3074.42,38.67,71.36,2.14,0.0,0,0,857.36,West,2.96
2023-07-03 12:00:00,4968.52,38.11,73.53,12.76,0.0,0,0,993.12,South,0.84
2023-07-03 13:00:00,4052.94,43.09,73.13,6.29,40.93,0,0,355.07,North,2.75
2023-07-03 14:00:00,4846.94,44.91,63.37,6.13,0.0,0,0,481.96,South,2.33
2023-07-03 15:00:00,2427.67,44.17,79.7,14.43,40.93,0,0,593.23,North,1.02
2023-07-03 16:00:00,3146.42,24.35,22.87,8.42,0.0,0,0,620.39,North,2.51
2023-07-03 17:00:00,3664.2,18.76,96.6,6.58,0.0,0,0,1060.36,East,0.85
2023-07-03 18:00:00,2230.27,36.54,37.77,15.43,0.0,0,0,114.13,South,0.87
2023-07-03 19:00:00,2012.56,20.47,29.72,8.73,0.0,1,0,68.65,South,0.89
2023-07-03 20:00:00,4011.3,38.22,95.29,2.41,0.0,0,0,780.87,West,2.26
2023-07-03 21:00:00,3925.46,28.69,86.43,20.48,0.0,0,0,867.8,South,0.55
2023-07-03 22:00:00,3232.37,37.79,81.19,17.57,0.0,0,0,581.18,North,1.78
2023-07-03 23:00:00,3468.93,19.66,28.38,6.36,0.0,1,0,1120.38,North,1.58
2023-07-04 00:00:00,3246.33,27.78,84.6,17.47,40.93,0,0,252.61,West,0.94
2023-07-04 01:00:00,2072.02,29.74,68.72,28.67,40.93,0,0,1486.41,West,0.7
2023-07-04 02:00:00,3006.11,43.01,78.55,28.69,0.0,0,0,525.75,North,1.39
2023-07-04 03:00:00,2531.25,19.33,98.25,15.96,0.0,0,0,497.4,North,1.33
2023-07-04 04:00:00,2295.27,42.78,35.56,2.94,0.0,1,0,590.0,South,2.93
2023-07-04 05:00:00,4870.16,38.17,60.35,13.75,0.0,0,0,1255.02,North,0.99
2023-07-04 06:00:00,3798.08,35.58,80.27,0.81,0.0,0,0,330.49,East,1.73
2023-07-04 07:00:00,4185.97,37.54,54.69,12.46,0.0,1,0,684.39,South,1.73
2023-07-04 08:00:00,2946.09,31.19,24.37,27.28,0.0,0,0,398.88,South,1.72
2023-07-04 09:00:00,3179.44,18.54,28.92,14.02,0.0,0,0,63.63,North,2.87
2023-07-04 10:00:00,2710.77,16.63,68.17,16.51,0.0,0,0,550.84,North,1.42
2023-07-04 11:00:00,2290.9,40.32,42.8,4.74,0.0,0,0,113.97,South,0.72
2023-07-04 12:00:00,2537.09,35.38,31.03,0.47,0.0,0,0,1455.41,East,0.7
2023-07-04 13:00:00,4392.54,17.46,47.19,29.8,0.0,0,0,211.15,South,2.63
2023-07-04 14:00:00,4032.64,31.53,36.08,10.15,40.93,0,0,1476.67,East,1.93
2023-07-04 15:00:00,3640.79,25.66,21.92,8.38,0.0,0,0,690.13,West,1.02
2023-07-04 16:00:00,3425.27,15.55,32.15,17.14,0.0,0,0,248.7,North,2.64
2023-07-04 17:00:00,4767.3,28.61,90.65,22.36,0.0,0,0,398.61,East,2.43
2023-07-04 18:00:00,2218.2,19.85,20.96,7.54,40.93,0,0,580.54,South,1.44
2023-07-04 19:00:00,2841.8,13.37,81.91,15.72,40.93,0,0,1017.65,East,1.79
2023-07-04 20:00:00,3049.81,26.34,80.28,9.98,0.0,0,0,1070.46,West,2.09
2023-07-04 21:00:00,4347.28,30.65,65.14,14.43,40.93,0,0,327.25,West,1.08
2023-07-04 22:00:00,4977.54,11.64,36.68,4.84,0.0,0,0,296.12,North,2.12
2023-07-04 23:00:00,2722.01,24.07,90.24,15.3,0.0,0,0,1369.94,West,2.01
2023-07-05 00:00:00,4622.92,19.02,58.01,1.42,0.0,0,0,678.19,North,1.44
2023-07-05 01:00:00,4491.87,11.07,33.86,25.2,0.0,0,0,538.5,North,2.01
2023-07-05 02:00:00,2673.97,14.4,54.32,18.83,0.0,1,0,939.18,East,1.23
2023-07-05 03:00:00,3198.0,14.87,35.59,28.24,0.0,0,0,823.35,North,1.92
2023-07-05 04:00:00,3229.02,16.4,50.08,17.99,0.0,1,0,1341.66,West,1.95
2023-07-05 05:00:00,4934.66,38.12,59.74,5.46,0.0,1,0,237.72,South,2.96
2023-07-05 06:00:00,2542.68,25.38,48.79,14.52,0.0,1,0,677.22,East,0.78
2023-07-05 07:00:00,4397.47,15.15,72.56,19.94,0.0,0,0,299.27,East,0.69
2023-07-05 08:00:00,3002.58,13.51,94.87,11.23,0.0,0,0,159.89,East,1.22
2023-07-05 09:00:00,4192.61,20.43,47.85,16.58,0.0,0,0,432.43,South,1.26
2023-07-05 10:00:00,3260.03,37.93,48.46,4.88,40.93,0,0,101.45,North,2.92
2023-07-05 11:00:00,3735.08,22.76,79.06,23.31,0.0,1,0,903.84,East,3.0
2023-07-05 12:00:00,4497.84,15.6,62.45,27.29,0.0,0,0,1277.32,West,2.3
2023-07-05 13:00:00,4412.5,24.14,54.31,9.45,0.0,0,0,453.29,East,0.85
2023-07-05 14:00:00,4599.27,29.44,85.1,23.8,0.0,0,0,949.32,South,1.92
2023-07-05 15:00:00,2178.85,11.04,91.28,2.76,0.0,0,0,194.69,North,2.69
2023-07-05 16:00:00,4076.15,31.97,67.25,7.4,0.0,0,0,352.2,East,1.66
2023-07-05 17:00:00,2419.96,23.83,34.81,13.86,40.93,1,0,1013.78,South,1.87
2023-07-05 18:00:00,3247.46,10.34,57.3,11.59,0.0,0,0,1379.16,South,1.97
2023-07-05 19:00:00,3645.77,33.59,60.35,18.59,0.0,0,0,28.55,South,2.16
2023-07-05 20:00:00,3208.22,34.93,54.58,16.89,0.0,1,0,964.12,East,2.07
2023-07-05 21:00:00,3558.84,32.01,40.99,2.62,0.0,0,0,1056.89,East,1.77
2023-07-05 22:00:00,4989.58,21.97,57.79,3.95,0.0,0,0,896.22,West,1.38
2023-07-05 23:00:00,2405.65,28.54,55.72,1.55,0.0,0,0,641.28,West,1.44
2023-07-06 00:00:00,4026.37,23.55,36.76,28.58,0.0,0,0,1482.06,South,1.32
2023-07-06 01:00:00,3188.0,34.52,92.27,19.36,0.0,0,0,409.14,North,2.45
2023-07-06 02:00:00,2399.03,30.43,90.83,25.67,0.0,0,0,699.63,East,1.67
2023-07-06 03:00:00,2476.21,12.86,80.77,16.24,0.0,1,0,1010.57,South,0.76
2023-07-06 04:00:00,4847.82,32.51,52.08,5.82,0.0,0,0,0.09,West,1.21
2023-07-06 05:00:00,4638.8,34.05,49.63,18.8,0.0,0,0,541.75,East,0.97
2023-07-06 06:00:00,4721.13,22.97,77.32,15.16,0.0,0,0,589.46,West,0.71
2023-07-06 07:00:00,4974.6,40.65,68.65,12.25,0.0,1,0,15.83,South,1.28
2023-07-06 08:00:00,2624.95,39.51,68.05,11.15,0.0,1,0,39.24,South,0.6
2023-07-06 09:00:00,3066.32,16.13,29.93,19.5,0.0,0,0,1482.88,West,1.38
2023-07-06 10:00:00,4007.66,41.65,69.46,18.53,0.0,0,0,163.45,East,0.53
2023-07-06 11:00:00,3451.41,25.43,92.15,4.55,0.0,1,0,354.35,East,2.05
2023-07-06 12:00:00,3255.17,35.33,26.87,24.49,40.93,0,0,207.94,North,1.38
2023-07-06 13:00:00,3073.43,38.49,47.13,19.08,0.0,0,0,770.52,South,0.51
2023-07-06 14:00:00,3781.34,27.68,60.72,16.07,40.93,0,0,1104.07,South,2.54
2023-07-06 15:00:00,3726.78,23.97,74.88,22.47,0.0,0,0,115.47,North,0.73
2023-07-06 16:00:00,2484.37,42.04,27.17,4.61,0.0,0,0,879.0,West,1.53
2023-07-06 17:00:00,3415.22,18.08,89.82,27.59,0.0,0,0,529.54,East,0.54
2023-07-06 18:00:00,3660.42,18.99,23.24,8.12,0.0,0,0,735.84,West,2.64
2023-07-06 19:00:00,3710.86,22.66,88.62,7.88,0.0,0,0,398.97,North,1.15
2023-07-06 20:00:00,2630.32,40.08,22.21,24.45,0.0,0,0,1295.58,West,2.29
2023-07-06 21:00:00,4226.81,42.86,32.28,10.02,0.0,0,0,678.55,South,0.96
2023-07-06 22:00:00,2075.6,17.7,84.03,24.92,0.0,0,0,240.77,West,2.89
2023-07-06 23:00:00,3064.5,40.24,88.81,9.84,40.93,0,0,1187.72,North,2.54
2023-07-07 00:00:00,4340.64,19.04,98.58,16.52,0.0,0,0,1127.74,South,0.64
2023-07-07 01:00:00,3691.68,43.97,29.26,6.93,0.0,0,0,727.36,West,0.74
2023-07-07 02:00:00,2783.49,30.91,62.12,21.95,0.0,1,0,1082.5,East,0.84
2023-07-07 03:00:00,4084.86,10.25,26.17,5.01,0.0,0,0,903.12,South,1.78
2023-07-07 04:00:00,3702.17,11.19,32.51,26.98,0.0,0,0,247.25,North,2.85
2023-07-07 05:00:00,4388.73,15.16,33.96,11.15,0.0,1,0,1498.96,South,1.98
2023-07-07 06:00:00,4205.08,16.57,25.07,14.15,0.0,0,0,1158.53,East,1.14
2023-07-07 07:00:00,3830.32,36.87,91.44,0.72,40.93,1,0,999.67,East,1.68
2023-07-07 08:00:00,3464.53,17.8,30.11,29.27,0.0,1,0,1246.7,East,1.05
2023-07-07 09:00:00,2399.55,43.92,70.35,24.4,0.0,0,0,1392.17,North,2.87
2023-07-07 10:00:00,2784.0,32.26,70.06,13.41,0.0,0,0,866.68,South,2.76
2023-07-07 11:00:00,3257.3,34.24,35.89,27.61,40.93,0,0,882.64,North,2.89
2023-07-07 12:00:00,3797.9,17.62,99.87,27.93,0.0,1,0,35.23,East,2.93
2023-07-07 13:00:00,3541.12,41.24,47.79,15.99,0.0,0,0,622.35,North,0.77
2023-07-07 14:00:00,2864.55,33.37,92.41,7.02,0.0,0,0,763.08,West,2.89
2023-07-07 15:00:00,2019.39,40.25,95.86,14.61,0.0,0,0,351.31,North,2.05
2023-07-07 16:00:00,3488.72,43.48,95.92,9.74,0.0,0,0,539.32,East,1.2
2023-07-07 17:00:00,2856.88,14.4,80.23,13.44,0.0,0,0,549.45,North,1.74
2023-07-07 18:00:00,4203.82,13.38,40.3,27.34,0.0,0,0,551.75,South,0.72
2023-07-07 19:00:00,2071.84,38.12,29.65,8.46,0.0,0,0,1433.68,East,1.18
2023-07-07 20:00:00,3754.48,40.31,65.59,25.17,0.0,0,0,881.29,North,2.15
2023-07-07 21:00:00,4824.42,30.43,48.8,28.06,0.0,0,0,470.83,North,1.2
2023-07-07 22:00:00,2523.23,22.81,86.48,24.15,0.0,0,0,457.06,South,1.34
2023-07-07 23:00:00,3414.95,32.84,79.6,15.82,0.0,0,0,1270.31,East,2.22
2023-07-08 00:00:00,2274.27,20.7,42.12,16.92,0.0,0,1,962.6,West,1.3
2023-07-08 01:00:00,3877.05,18.34,21.36,24.59,0.0,0,1,1276.57,West,0.58
2023-07-08 02:00:00,3651.6,27.09,38.99,1.34,0.0,0,1,965.48,South,1.96
2023-07-08 03:00:00,3222.1,17.57,65.37,22.08,0.0,0,1,1372.1,South,2.75
2023-07-08 04:00:00,3564.13,26.93,26.32,15.87,0.0,0,1,603.37,South,2.55
2023-07-08 05:00:00,4689.72,43.48,72.66,11.91,0.0,0,1,1263.71,West,1.42
2023-07-08 06:00:00,2588.88,39.39,73.74,23.01,0.0,0,1,263.87,West,0.95
2023-07-08 07:00:00,2067.69,42.96,33.55,7.99,0.0,0,1,1004.18,North,0.84
2023-07-08 08:00:00,4584.99,38.22,67.71,26.87,0.0,0,1,545.65,South,1.33
2023-07-08 09:00:00,3731.35,22.42,68.56,20.65,40.93,0,1,787.47,East,0.84
2023-07-08 10:00:00,4671.98,38.42,58.24,18.3,40.93,0,1,1104.81,East,2.12
2023-07-08 11:00:00,3790.84,42.3,96.26,15.69,40.93,0,1,846.68,North,2.94
2023-07-08 12:00:00,4430.48,43.15,28.65,6.38,0.0,0,1,1095.0,North,0.66
2023-07-08 13:00:00,3289.02,33.91,52.53,18.51,0.0,1,1,54.84,West,1.41
2023-07-08 14:00:00,4249.58,17.4,90.63,21.75,0.0,0,1,599.56,West,2.97
2023-07-08 15:00:00,4739.12,11.39,50.91,0.35,0.0,0,1,1431.28,East,0.55
2023-07-08 16:00:00,3716.37,15.15,53.97,10.99,0.0,1,1,1142.59,West,0.63
2023-07-08 17:00:00,2542.36,43.79,73.46,24.97,0.0,0,1,724.65,West,1.41
2023-07-08 18:00:00,2806.39,26.17,73.25,18.97,0.0,0,1,1062.89,North,1.37
2023-07-08 19:00:00,2595.93,39.92,21.83,18.46,40.93,0,1,40.45,South,2.45
2023-07-08 20:00:00,2740.57,26.28,56.46,6.86,0.0,0,1,438.9,East,1.49
2023-07-08 21:00:00,2919.25,33.13,46.68,18.96,0.0,0,1,1354.59,North,1.45
2023-07-08 22:00:00,3665.4,10.84,70.22,23.58,0.0,0,1,744.59,North,2.04
2023-07-08 23:00:00,3763.97,18.75,64.46,12.05,0.0,0,1,1428.97,North,2.28
2023-07-09 00:00:00,3279.5,25.27,72.07,5.46,40.93,0,1,397.49,East,3.0
2023-07-09 01:00:00,3846.26,32.07,72.3,2.32,0.0,0,1,1251.6,South,1.49
2023-07-09 02:00:00,2244.72,16.0,40.39,15.17,40.93,1,1,29.35,South,1.64
